battery_id,cycle,voltage,temperature,capacity,soh,rul,health_label,degradation_pct
B0031,34,3.41901,53.6536,1.71358,1.01222,6,Healthy,-1.22
B0031,35,3.42002,53.6478,1.70582,1.00763,5,Healthy,-0.76
B0031,36,3.41553,53.6547,1.72712,1.02022,4,Healthy,-2.02
B0031,37,3.4078,53.7931,1.70627,1.0079,3,Healthy,-0.79
B0031,38,3.4178,53.6648,1.71135,1.0109,2,Healthy,-1.09
B0031,39,3.41713,53.6954,1.70439,1.00679,1,Healthy,-0.68
B0031,40,3.41712,53.681,1.69683,1.00233,0,Healthy,-0.23
B0032,1,3.31357,52.1481,1.71046,1,39,Healthy,0
B0032,13,3.34846,54.251,1.78072,1.04108,27,Healthy,-4.11
B0032,14,3.34878,54.2918,1.7676,1.03341,26,Healthy,-3.34
B0032,15,3.35334,54.2457,1.78634,1.04437,25,Healthy,-4.44
B0032,16,3.33611,54.4682,1.79346,1.04853,24,Healthy,-4.85
B0032,17,3.34311,54.4638,1.79081,1.04698,23,Healthy,-4.7
B0032,18,3.34873,54.4461,1.78995,1.04648,22,Healthy,-4.65
B0032,19,3.35278,54.394,1.77571,1.03815,21,Healthy,-3.81
B0032,20,3.356,54.4323,1.75743,1.02746,20,Healthy,-2.75
B0032,21,3.3433,54.5875,1.7759,1.03826,19,Healthy,-3.83
B0032,22,3.35095,54.5889,1.76096,1.02952,18,Healthy,-2.95
B0032,23,3.35195,54.6268,1.74509,1.02025,17,Healthy,-2.02
B0032,24,3.3493,54.6431,1.73993,1.01723,16,Healthy,-1.72
B0032,25,3.34016,54.8418,1.70883,0.999049,15,Healthy,0.1
B0032,26,3.33804,54.8038,1.7629,1.03066,14,Healthy,-3.07
B0032,27,3.35251,54.6791,1.72547,1.00878,13,Healthy,-0.88
B0032,28,3.34493,54.7534,1.72829,1.01042,12,Healthy,-1.04
B0032,29,3.34106,54.7546,1.71181,1.00079,11,Healthy,-0.08
B0032,30,3.34457,54.7487,1.70689,0.997913,10,Healthy,0.21
B0032,31,3.33691,54.8585,1.71447,1.00235,9,Healthy,-0.23
B0032,32,3.34202,54.8008,1.69788,0.99265,8,Healthy,0.73
B0032,33,3.34595,54.7316,1.69091,0.988571,7,Healthy,1.14
B0032,34,3.34081,54.9175,1.68085,0.982692,6,Healthy,1.73
B0032,35,3.34368,54.79,1.67511,0.979336,5,Healthy,2.07
B0032,36,3.33738,54.9168,1.69643,0.991801,4,Healthy,0.82
B0032,37,3.33222,54.9974,1.66293,0.972215,3,Healthy,2.78
B0032,38,3.3407,54.853,1.66995,0.976317,2,Healthy,2.37
B0032,39,3.33931,54.8916,1.65014,0.96474,1,Healthy,3.53
B0032,40,3.33393,54.8813,1.6424,0.960213,0,Healthy,3.98
B0033,2,3.71112,32.9219,0.717505,1,144,Healthy,0
B0033,145,3.75303,32.3904,0.520105,0.72488,1,Critical,27.51
B0033,146,3.74211,32.9151,0.532316,0.741899,0,Critical,25.81
B0034,1,3.11638,38.9158,0.998059,1,0,Healthy,0
B0036,1,3.31006,24.8921,1.00478,1,0,Healthy,0
B0038,1,2.88324,38.8265,1.08976,1,0,Healthy,0
B0039,2,3.50944,34.6128,0.562458,1,10,Healthy,0
B0039,3,3.50184,34.6473,0.577043,1.02593,9,Healthy,-2.59
B0039,4,3.50049,34.8473,0.569342,1.01224,8,Healthy,-1.22
B0039,5,3.50911,34.6506,0.562179,0.999505,7,Healthy,0.05
B0039,6,3.50673,34.6233,0.558956,0.993775,6,Healthy,0.62
B0039,7,3.43673,35.3652,0.551646,0.980777,5,Healthy,1.92
B0039,8,3.50931,34.594,0.556213,0.988898,4,Healthy,1.11
B0039,9,3.51288,34.5763,0.55335,0.983806,3,Healthy,1.62
B0039,10,3.48926,34.7827,0.55637,0.989176,2,Healthy,1.08
B0039,11,3.51422,34.5833,0.548438,0.975073,1,Healthy,2.49
B0039,12,3.5134,34.5417,0.540226,0.960473,0,Healthy,3.95
B0040,1,3.24291,34.4089,0.679289,1,46,Healthy,0
B0040,47,3.52348,50.3525,0.564148,0.830499,0,Warning,16.95
B0041,43,3.31036,9.15185,1.33111,1,24,Healthy,0
B0041,44,3.35222,8.87655,1.26369,0.949349,23,Healthy,5.07
B0041,45,3.35272,8.76899,1.22899,0.923282,22,Healthy,7.67
B0041,46,3.35615,8.88199,1.1905,0.894368,21,Warning,10.56
B0041,47,3.37215,8.69253,1.15295,0.866154,20,Warning,13.38
B0041,48,3.36341,8.77558,1.1309,0.849592,19,Warning,15.04
B0041,49,3.36304,8.61846,1.10412,0.82947,18,Warning,17.05
B0041,50,3.3698,8.6736,1.08872,0.817901,17,Warning,18.21
B0041,51,3.35645,8.76684,1.08093,0.81205,16,Warning,18.8
B0041,52,3.36143,8.8557,1.05741,0.794379,15,Critical,20.56
B0041,53,3.36613,8.80225,1.04553,0.785453,14,Critical,21.45
B0041,54,3.35277,8.74667,1.03392,0.776734,13,Critical,22.33
B0041,55,3.37303,8.94005,1.02624,0.770969,12,Critical,22.9
B0041,56,3.37164,9.07337,1.01501,0.762527,11,Critical,23.75
B0041,57,3.3702,8.56564,1.00573,0.755556,10,Critical,24.44
B0041,58,3.35649,8.77672,1.0106,0.759217,9,Critical,24.08
B0041,59,3.36842,8.57465,0.986095,0.740806,8,Critical,25.92
B0041,60,3.35787,8.76702,1.00273,0.753304,7,Critical,24.67
B0041,61,3.34878,8.79203,0.995421,0.747812,6,Critical,25.22
B0041,62,3.36661,8.792,0.976564,0.733646,5,Critical,26.64
B0041,63,3.34657,8.92046,0.987032,0.74151,4,Critical,25.85
B0041,64,3.34313,8.87936,0.970863,0.729363,3,Critical,27.06
B0041,65,3.35735,8.82806,0.970576,0.729147,2,Critical,27.09
B0041,66,3.34849,8.84648,0.968219,0.727376,1,Critical,27.26
B0041,67,3.34875,8.79722,0.963708,0.723988,0,Critical,27.6
B0042,1,3.46594,30.5283,1.76916,1,111,Healthy,0
B0042,2,3.48524,29.9577,1.7561,0.99262,110,Healthy,0.74
B0042,3,3.48838,29.6617,1.75299,0.990862,109,Healthy,0.91
B0042,4,3.4946,29.5811,1.74532,0.986524,108,Healthy,1.35
B0042,5,3.50415,29.8525,1.74173,0.984497,107,Healthy,1.55
B0042,6,3.58139,29.4494,1.47413,0.833241,106,Warning,16.68
B0042,7,3.51193,30.1332,1.734,0.980128,105,Healthy,1.99
B0042,8,3.50989,29.7405,1.72936,0.977505,104,Healthy,2.25
B0042,9,3.5085,29.5034,1.72177,0.973214,103,Healthy,2.68
B0042,10,3.50937,29.3245,1.71521,0.969508,102,Healthy,3.05
B0042,11,3.50461,29.2257,1.71364,0.968619,101,Healthy,3.14
B0042,12,3.50729,29.2618,1.70653,0.964598,100,Healthy,3.54
B0042,13,3.50501,29.2061,1.70467,0.963549,99,Healthy,3.65
B0042,14,3.50807,29.1839,1.69462,0.957871,98,Healthy,4.21
B0042,15,3.50575,29.1537,1.69303,0.95697,97,Healthy,4.3
B0042,16,3.5049,29.1063,1.69689,0.959149,96,Healthy,4.09
B0042,17,3.50209,29.1267,1.68878,0.954567,95,Healthy,4.54
B0042,18,3.50569,29.1154,1.68178,0.950609,94,Healthy,4.94
B0042,19,3.50179,29.1227,1.68029,0.949768,93,Healthy,5.02
B0042,20,3.50016,29.1635,1.67691,0.947858,92,Healthy,5.21
B0042,21,3.5038,29.3575,1.7026,0.962378,91,Healthy,3.76
B0042,22,3.51252,30.0583,1.69155,0.956131,90,Healthy,4.39
B0042,23,3.50932,30.3356,1.68882,0.954587,89,Healthy,4.54
B0042,24,3.50722,30.2279,1.67857,0.948797,88,Healthy,5.12
B0042,25,3.50552,30.0407,1.66669,0.94208,87,Healthy,5.79
B0042,26,3.50413,29.9951,1.66107,0.938903,86,Healthy,6.11
B0042,27,3.5006,30.2995,1.66919,0.943494,85,Healthy,5.65
B0042,28,3.50425,30.6809,1.66527,0.941281,84,Healthy,5.87
B0042,29,3.50128,30.6634,1.65815,0.937252,83,Healthy,6.27
B0042,30,3.50143,30.4085,1.646,0.930386,82,Healthy,6.96
B0042,31,3.4935,30.2394,1.64717,0.931045,81,Healthy,6.9
B0042,32,3.49193,30.1387,1.64799,0.931514,80,Healthy,6.85
B0042,33,3.49573,30.4909,1.64333,0.928876,79,Healthy,7.11
B0042,34,3.49193,30.5292,1.6361,0.924791,78,Healthy,7.52
B0042,35,3.49001,30.1796,1.62394,0.917919,77,Healthy,8.21
B0042,36,3.48776,29.9331,1.6167,0.913822,76,Healthy,8.62
B0042,37,3.48203,29.8551,1.62403,0.917969,75,Healthy,8.2
B0042,38,3.48578,30.2574,1.61755,0.914306,74,Healthy,8.57
B0042,39,3.48496,30.5628,1.61741,0.914225,73,Healthy,8.58
B0042,40,3.48396,30.59,1.60935,0.90967,72,Healthy,9.03
B0042,41,3.47681,30.2192,1.59511,0.90162,71,Healthy,9.84
B0042,42,2.70528,24.1834,1.16988,0.661264,70,Critical,33.87
B0042,43,2.67953,23.827,1.12201,0.634208,69,Critical,36.58
B0042,44,2.67912,23.7797,1.09851,0.620922,68,Critical,37.91
B0042,45,2.65294,23.9578,1.08831,0.61516,67,Critical,38.48
B0042,46,2.69158,24.0938,1.17944,0.666666,66,Critical,33.33
B0042,47,2.67391,23.9935,1.18407,0.669287,65,Critical,33.07
B0042,48,2.67453,24.1343,1.16288,0.657307,64,Critical,34.27
B0042,49,2.67267,24.3992,1.1531,0.651781,63,Critical,34.82
B0042,51,2.64743,24.8801,1.16153,0.656542,61,Critical,34.35
B0042,52,2.6501,24.4848,1.15129,0.650758,60,Critical,34.92
B0042,53,2.63864,24.3244,1.14271,0.645905,59,Critical,35.41
B0042,54,2.64152,24.3117,1.12042,0.633304,58,Critical,36.67
B0042,55,2.63615,24.7982,1.13719,0.642785,57,Critical,35.72
B0042,56,2.60271,24.6872,1.1377,0.643074,56,Critical,35.69
B0042,57,2.59084,24.6532,1.1319,0.639795,55,Critical,36.02
B0042,58,2.61333,24.5298,1.12011,0.633135,54,Critical,36.69
B0042,59,2.60848,24.5214,1.11209,0.628601,53,Critical,37.14
B0042,60,2.58415,24.8436,1.11523,0.630372,52,Critical,36.96
B0042,61,2.59098,24.5619,1.10477,0.624462,51,Critical,37.55
B0042,62,2.58186,24.3494,1.10765,0.626091,50,Critical,37.39
B0042,63,2.58947,24.8396,1.09729,0.620235,49,Critical,37.98
B0042,67,2.59817,24.9982,1.17521,0.664277,45,Critical,33.57
B0042,68,2.58945,25.2477,1.15403,0.652303,44,Critical,34.77
B0042,69,2.57307,24.8503,1.12967,0.638536,43,Critical,36.15
B0042,71,2.57031,25.7502,1.15251,0.651445,41,Critical,34.86
B0042,72,2.53492,25.4426,1.12349,0.635045,40,Critical,36.5
B0042,73,2.55035,25.6401,1.12527,0.636048,39,Critical,36.4
B0042,74,2.56502,25.4725,1.10366,0.623835,38,Critical,37.62
B0042,75,2.54989,25.7067,1.10704,0.625744,37,Critical,37.43
B0042,76,2.54131,25.7308,1.09622,0.61963,36,Critical,38.04
B0042,77,2.53221,25.6102,1.08502,0.613298,35,Critical,38.67
B0042,78,2.53364,25.871,1.10146,0.622589,34,Critical,37.74
B0042,79,2.53001,25.601,1.0765,0.608481,33,Critical,39.15
B0042,88,3.37714,8.32435,1.49867,0.847108,24,Warning,15.29
B0042,89,3.42501,8.08831,1.57918,0.892618,23,Warning,10.74
B0042,90,3.42781,8.10864,1.57633,0.891008,22,Warning,10.9
B0042,91,3.42269,8.18976,1.56668,0.885553,21,Warning,11.44
B0042,92,3.42714,8.13332,1.55955,0.881521,20,Warning,11.85
B0042,93,3.42248,8.22155,1.55541,0.879179,19,Warning,12.08
B0042,94,3.41377,8.19603,1.5445,0.873013,18,Warning,12.7
B0042,95,3.41528,8.16363,1.54025,0.870613,17,Warning,12.94
B0042,96,3.41134,8.1823,1.53261,0.866295,16,Warning,13.37
B0042,97,3.40617,8.23985,1.52594,0.862523,15,Warning,13.75
B0042,98,3.40226,8.31951,1.51918,0.858705,14,Warning,14.13
B0042,99,3.39209,8.2033,1.50939,0.853168,13,Warning,14.68
B0042,100,3.39621,8.25238,1.50411,0.850187,12,Warning,14.98
B0042,101,3.39583,8.24745,1.49326,0.844049,11,Warning,15.6
B0042,102,3.39249,8.17936,1.48216,0.837777,10,Warning,16.22
B0042,103,3.38928,8.33801,1.47642,0.83453,9,Warning,16.55
B0042,104,3.37788,8.29333,1.47154,0.831777,8,Warning,16.82
B0042,105,3.38699,8.37314,1.46077,0.825689,7,Warning,17.43
B0042,106,3.38291,8.32904,1.45453,0.822157,6,Warning,17.78
B0042,107,3.37747,8.39613,1.44676,0.817765,5,Warning,18.22
B0042,108,3.37809,8.43692,1.43693,0.812209,4,Warning,18.78
B0042,109,3.36416,8.4198,1.43658,0.812011,3,Warning,18.8
B0042,110,3.37059,8.40981,1.42711,0.806658,2,Warning,19.33
B0042,111,3.36637,8.37006,1.41859,0.801844,1,Warning,19.82
B0042,112,3.35883,8.33961,1.41102,0.797567,0,Critical,20.24
B0043,1,3.48028,30.8479,1.73242,1,111,Healthy,0
B0043,2,3.49491,30.2841,1.70907,0.986518,110,Healthy,1.35
B0043,3,3.49092,30.0619,1.70039,0.98151,109,Healthy,1.85
B0043,4,3.49687,30.0081,1.69228,0.97683,108,Healthy,2.32
B0043,5,3.50138,30.4006,1.68855,0.974674,107,Healthy,2.53
B0043,6,3.57934,29.9239,1.4567,0.840848,106,Warning,15.92
B0043,7,3.50838,30.5999,1.67505,0.966882,105,Healthy,3.31
B0043,8,3.50325,30.2817,1.67006,0.964001,104,Healthy,3.6
B0043,9,3.50515,29.9367,1.65638,0.956103,103,Healthy,4.39
B0043,10,3.50244,29.7476,1.64959,0.952183,102,Healthy,4.78
B0043,11,3.49845,29.7239,1.64761,0.951042,101,Healthy,4.9
B0043,12,3.5027,29.7273,1.64028,0.946813,100,Healthy,5.32
B0043,13,3.49793,29.6684,1.63248,0.942312,99,Healthy,5.77
B0043,14,3.4994,29.6682,1.63336,0.942819,98,Healthy,5.72
B0043,15,3.50049,29.6377,1.62041,0.935344,97,Healthy,6.47
B0043,16,3.49617,29.5936,1.61808,0.933996,96,Healthy,6.6
B0043,17,3.50001,29.6186,1.60993,0.929293,95,Healthy,7.07
B0043,18,3.4984,29.6917,1.60271,0.925126,94,Healthy,7.49
B0043,19,3.4984,29.6142,1.59496,0.920653,93,Healthy,7.93
B0043,20,3.49784,29.6493,1.5908,0.918253,92,Healthy,8.17
B0043,21,3.49314,29.9932,1.61002,0.929346,91,Healthy,7.07
B0043,22,3.50027,30.6813,1.60487,0.926375,90,Healthy,7.36
B0043,23,3.50266,30.8712,1.59597,0.921234,89,Healthy,7.88
B0043,24,3.50015,30.785,1.58565,0.915276,88,Healthy,8.47
B0043,25,3.49676,30.5815,1.57967,0.911828,87,Healthy,8.82
B0043,26,3.49462,30.5231,1.5737,0.908382,86,Healthy,9.16
B0043,27,3.49937,30.8784,1.56923,0.9058,85,Healthy,9.42
B0043,28,3.49982,31.2259,1.56505,0.903388,84,Healthy,9.66
B0043,29,3.50095,31.1157,1.55803,0.899336,83,Warning,10.07
B0043,30,3.49687,31.1306,1.55819,0.899426,82,Warning,10.06
B0043,31,3.48954,30.8372,1.54664,0.892763,81,Warning,10.72
B0043,32,3.48781,30.6166,1.5406,0.889273,80,Warning,11.07
B0043,33,3.49255,30.9921,1.53556,0.886366,79,Warning,11.36
B0043,34,3.48492,30.9683,1.52828,0.882161,78,Warning,11.78
B0043,35,3.48429,30.5854,1.51587,0.875002,77,Warning,12.5
B0043,36,3.48222,30.3381,1.50842,0.870701,76,Warning,12.93
B0043,37,3.47547,30.4073,1.50871,0.87087,75,Warning,12.91
B0043,38,3.4772,30.8318,1.50851,0.87075,74,Warning,12.92
B0043,39,3.48245,31.0708,1.50146,0.86668,73,Warning,13.33
B0043,40,3.48034,31.0385,1.49342,0.862039,72,Warning,13.8
B0043,41,3.47354,30.6255,1.4857,0.857583,71,Warning,14.24
B0043,88,3.46939,7.78485,1.54789,0.893481,24,Warning,10.65
B0043,89,3.48816,7.68455,1.57546,0.909399,23,Healthy,9.06
B0043,90,3.48835,7.72036,1.56567,0.903745,22,Healthy,9.63
B0043,91,3.48285,7.79501,1.55607,0.898203,21,Warning,10.18
B0043,92,3.47977,7.802,1.53821,0.887895,20,Warning,11.21
B0043,93,3.47236,7.88542,1.53049,0.883441,19,Warning,11.66
B0043,94,3.46397,7.87409,1.51274,0.873192,18,Warning,12.68
B0043,95,3.46217,7.84091,1.50478,0.868596,17,Warning,13.14
B0043,96,3.45698,7.86613,1.49343,0.862045,16,Warning,13.8
B0043,97,3.44749,7.94376,1.48338,0.856243,15,Warning,14.38
B0043,98,3.44583,8.0251,1.46932,0.848132,14,Warning,15.19
B0043,99,3.43588,7.90928,1.45961,0.842522,13,Warning,15.75
B0043,100,3.43937,7.97646,1.44684,0.835155,12,Warning,16.48
B0043,101,3.4376,7.96815,1.43201,0.826591,11,Warning,17.34
B0043,102,3.43272,7.91928,1.41712,0.818,10,Warning,18.2
B0043,103,3.43128,8.08785,1.40783,0.812638,9,Warning,18.74
B0043,104,3.42477,8.0151,1.39629,0.805974,8,Warning,19.4
B0043,105,3.42578,8.12949,1.389,0.801767,7,Warning,19.82
B0043,106,3.41992,8.08966,1.37859,0.795757,6,Critical,20.42
B0043,107,3.4199,8.1377,1.35949,0.784733,5,Critical,21.53
B0043,108,3.41029,8.24006,1.3571,0.783352,4,Critical,21.66
B0043,109,3.40742,8.195,1.3458,0.776829,3,Critical,22.32
B0043,110,3.41287,8.18931,1.3319,0.768807,2,Critical,23.12
B0043,111,3.40862,8.13947,1.31984,0.761848,1,Critical,23.82
B0043,112,3.40555,8.10989,1.30842,0.755253,0,Critical,24.47
B0044,1,3.44139,32.0353,1.68948,1,111,Healthy,0
B0044,2,3.45419,31.4042,1.66542,0.985756,110,Healthy,1.42
B0044,3,3.45379,31.11,1.6564,0.980419,109,Healthy,1.96
B0044,4,3.45677,31.0782,1.64828,0.975615,108,Healthy,2.44
B0044,5,3.46549,31.4441,1.63868,0.969933,107,Healthy,3.01
B0044,6,3.52684,30.9573,1.46031,0.864357,106,Warning,13.56
B0044,7,3.47037,31.5755,1.62977,0.96466,105,Healthy,3.53
B0044,8,3.46674,31.2473,1.61898,0.958271,104,Healthy,4.17
B0044,9,3.46558,31.0257,1.61061,0.953315,103,Healthy,4.67
B0044,10,3.46171,30.8411,1.60339,0.949044,102,Healthy,5.1
B0044,11,3.46188,30.7723,1.60093,0.947589,101,Healthy,5.24
B0044,12,3.45759,30.8087,1.58714,0.939424,100,Healthy,6.06
B0044,13,3.46121,30.6954,1.58474,0.938006,99,Healthy,6.2
B0044,14,3.46345,30.6672,1.5746,0.932,98,Healthy,6.8
B0044,15,3.46339,30.6114,1.56638,0.927136,97,Healthy,7.29
B0044,16,3.45981,30.6335,1.56384,0.925635,96,Healthy,7.44
B0044,17,3.45932,30.6628,1.5556,0.920759,95,Healthy,7.92
B0044,18,3.45919,30.6356,1.54765,0.916052,94,Healthy,8.39
B0044,19,3.4593,30.6452,1.53975,0.911377,93,Healthy,8.86
B0044,20,3.45498,30.67,1.53399,0.907963,92,Healthy,9.2
B0044,21,3.46143,31.2443,1.54847,0.916534,91,Healthy,8.35
B0044,22,3.46726,31.9782,1.54293,0.913254,90,Healthy,8.67
B0044,23,3.46795,32.1945,1.53379,0.907846,89,Healthy,9.22
B0044,24,3.46634,32.0856,1.52328,0.901627,88,Healthy,9.84
B0044,25,3.46056,31.9008,1.51697,0.89789,87,Warning,10.21
B0044,26,3.4614,31.7925,1.50458,0.890558,86,Warning,10.94
B0044,27,3.46285,32.1524,1.50573,0.89124,85,Warning,10.88
B0044,28,3.46274,32.6088,1.50146,0.888711,84,Warning,11.13
B0044,29,3.46076,32.4845,1.49404,0.884321,83,Warning,11.57
B0044,30,3.45655,32.3022,1.4878,0.880627,82,Warning,11.94
B0044,31,3.45422,32.1257,1.48117,0.8767,81,Warning,12.33
B0044,32,3.4552,31.6969,1.4698,0.869971,80,Warning,13
B0044,33,3.45217,32.1144,1.47577,0.873506,79,Warning,12.65
B0044,34,3.45044,32.0558,1.46803,0.868923,78,Warning,13.11
B0044,35,3.45167,31.6713,1.45028,0.858419,77,Warning,14.16
B0044,36,3.44867,31.4215,1.44256,0.853846,76,Warning,14.62
B0044,37,3.4425,31.5184,1.44248,0.853803,75,Warning,14.62
B0044,38,3.44594,31.8501,1.44213,0.853596,74,Warning,14.64
B0044,39,3.44945,32.1184,1.43485,0.849287,73,Warning,15.07
B0044,40,3.4465,32.1503,1.42647,0.844326,72,Warning,15.57
B0044,41,3.44344,31.7128,1.41854,0.839628,71,Warning,16.04
B0044,88,3.43896,7.82678,1.47996,0.875983,24,Warning,12.4
B0044,89,3.45835,7.72549,1.49618,0.885583,23,Warning,11.44
B0044,90,3.45675,7.77313,1.49006,0.881963,22,Warning,11.8
B0044,91,3.45337,7.84982,1.4769,0.874174,21,Warning,12.58
B0044,92,3.45365,7.86061,1.46247,0.865635,20,Warning,13.44
B0044,93,3.44647,7.92153,1.45446,0.860889,19,Warning,13.91
B0044,94,3.43653,7.89841,1.44577,0.855749,18,Warning,14.43
B0044,95,3.43856,7.82085,1.4321,0.84766,17,Warning,15.23
B0044,96,3.43693,7.83144,1.41608,0.838176,16,Warning,16.18
B0044,97,3.43456,7.87427,1.39943,0.828318,15,Warning,17.17
B0044,98,3.43122,7.96369,1.38865,0.821941,14,Warning,17.81
B0044,99,3.42389,7.82121,1.37459,0.813617,13,Warning,18.64
B0044,100,3.43158,7.87084,1.36204,0.806188,12,Warning,19.38
B0044,101,3.42942,7.87156,1.35089,0.79959,11,Critical,20.04
B0044,102,3.42891,7.7886,1.33558,0.790527,10,Critical,20.95
B0044,103,3.41507,8.0267,1.34091,0.793684,9,Critical,20.63
B0044,104,3.42021,7.88021,1.31756,0.779862,8,Critical,22.01
B0044,105,3.41573,8.02434,1.32513,0.784343,7,Critical,21.57
B0044,106,3.41352,7.99052,1.31096,0.775955,6,Critical,22.4
B0044,107,3.41772,8.01061,1.29198,0.764722,5,Critical,23.53
B0044,108,3.40877,8.12535,1.29536,0.766723,4,Critical,23.33
B0044,109,3.40921,8.01701,1.27748,0.756137,3,Critical,24.39
B0044,110,3.41049,8.01419,1.27082,0.752197,2,Critical,24.78
B0044,111,3.41147,7.94483,1.25881,0.745088,1,Critical,25.49
B0044,112,3.40682,7.89837,1.25085,0.740375,0,Critical,25.96
B0045,1,3.33112,9.55086,1.213,1,71,Healthy,0
B0045,2,3.32616,9.50161,1.07409,0.885479,70,Warning,11.45
B0045,3,3.34744,9.18234,1.0314,0.850287,69,Warning,14.97
B0045,4,3.3477,9.12569,1.00107,0.825278,68,Warning,17.47
B0045,5,3.35099,9.12916,0.976701,0.805192,67,Warning,19.48
B0045,6,3.34909,9.15711,0.95702,0.788967,66,Critical,21.1
B0045,7,3.33592,9.33374,0.933903,0.769909,65,Critical,23.01
B0045,8,3.35386,9.40652,0.951697,0.784579,64,Critical,21.54
B0045,9,3.36019,9.33299,0.934973,0.770791,63,Critical,22.92
B0045,10,3.35233,9.44491,0.918239,0.756995,62,Critical,24.3
B0045,11,3.36904,9.42684,0.904716,0.745847,61,Critical,25.42
B0045,12,3.36768,9.36997,0.899613,0.741641,60,Critical,25.84
B0045,13,3.32791,9.34071,0.917316,0.756234,59,Critical,24.38
B0045,14,3.35032,9.30207,0.933792,0.769818,58,Critical,23.02
B0045,15,3.35933,9.31741,0.917736,0.756581,57,Critical,24.34
B0045,16,3.36959,9.2637,0.896734,0.739267,56,Critical,26.07
B0045,17,3.35892,9.34003,0.882674,0.727676,55,Critical,27.23
B0045,18,3.36203,9.30056,0.875081,0.721416,54,Critical,27.86
B0045,19,3.35885,9.22281,0.86499,0.713097,53,Critical,28.69
B0045,21,3.3787,9.09533,0.867836,0.715444,51,Critical,28.46
B0045,22,3.34949,9.3666,0.85448,0.704432,50,Critical,29.56
B0045,23,3.35737,9.32504,0.846275,0.697668,49,Critical,30.23
B0045,24,3.34915,9.38605,0.841987,0.694134,48,Critical,30.59
B0045,25,3.34778,9.4706,0.83947,0.692059,47,Critical,30.79
B0045,26,3.36707,9.2508,0.826502,0.681367,46,Critical,31.86
B0045,27,3.36227,9.16167,0.82387,0.679198,45,Critical,32.08
B0045,28,3.34196,9.47966,0.82277,0.678291,44,Critical,32.17
B0045,29,3.34989,9.34564,0.811631,0.669108,43,Critical,33.09
B0045,30,3.36969,9.24707,0.818196,0.67452,42,Critical,32.55
B0045,31,3.34713,9.43719,0.818316,0.674619,41,Critical,32.54
B0045,32,3.35601,9.32662,0.810112,0.667856,40,Critical,33.21
B0045,33,3.34688,9.40763,0.810657,0.668305,39,Critical,33.17
B0045,34,3.32499,9.38955,0.819484,0.675582,38,Critical,32.44
B0045,35,3.35941,9.34929,0.850256,0.700951,37,Critical,29.9
B0045,36,3.33276,9.44154,0.847314,0.698525,36,Critical,30.15
B0045,37,3.35591,9.35923,0.825228,0.680317,35,Critical,31.97
B0045,38,3.35179,9.27439,0.812129,0.669519,34,Critical,33.05
B0045,39,3.33197,9.4297,0.820109,0.676098,33,Critical,32.39
B0045,40,3.3461,9.39488,0.797478,0.65744,32,Critical,34.26
B0045,41,3.34289,9.43076,0.804874,0.663537,31,Critical,33.65
B0045,42,3.35492,9.22484,0.773876,0.637983,30,Critical,36.2
B0045,43,3.34436,9.40383,0.790475,0.651667,29,Critical,34.83
B0045,44,3.33453,9.50088,0.780764,0.643662,28,Critical,35.63
B0045,45,3.3175,9.56218,0.788526,0.65006,27,Critical,34.99
B0045,46,3.34085,9.26144,0.779495,0.642615,26,Critical,35.74
B0045,47,3.30746,9.66258,0.784165,0.646465,25,Critical,35.35
B0045,48,3.33972,9.43016,0.777216,0.640736,24,Critical,35.93
B0045,49,3.33018,9.45057,0.768152,0.633264,23,Critical,36.67
B0045,50,3.31591,9.58196,0.769341,0.634245,22,Critical,36.58
B0045,51,3.32654,9.56425,0.773021,0.637278,21,Critical,36.27
B0045,52,3.32086,9.51209,0.772465,0.63682,20,Critical,36.32
B0045,53,3.33553,9.34014,0.757515,0.624495,19,Critical,37.55
B0045,54,3.24545,10.1172,0.760854,0.627247,18,Critical,37.28
B0045,55,3.30956,9.39893,0.774797,0.638742,17,Critical,36.13
B0045,56,3.31999,9.64985,0.810235,0.667957,16,Critical,33.2
B0045,57,3.3226,9.60817,0.799317,0.658956,15,Critical,34.1
B0045,58,3.3008,9.65154,0.779806,0.642871,14,Critical,35.71
B0045,59,3.33249,9.51641,0.773605,0.63776,13,Critical,36.22
B0045,60,3.31362,9.7004,0.774388,0.638405,12,Critical,36.16
B0045,61,3.28895,9.6784,0.746906,0.615749,11,Critical,38.43
B0045,62,3.31937,9.5338,0.74866,0.617195,10,Critical,38.28
B0045,63,3.32846,9.61291,0.766803,0.632152,9,Critical,36.78
B0045,64,3.30784,9.70312,0.767796,0.63297,8,Critical,36.7
B0045,65,3.31536,9.59269,0.752795,0.620604,7,Critical,37.94
B0045,67,3.26952,9.77299,0.771744,0.636226,5,Critical,36.38
B0045,68,3.3283,9.52126,0.789296,0.650695,4,Critical,34.93
B0045,69,3.34093,9.50948,0.775491,0.639315,3,Critical,36.07
B0045,70,3.32055,9.51623,0.761734,0.627973,2,Critical,37.2
B0045,71,3.31273,9.69582,0.756496,0.623655,1,Critical,37.63
B0045,72,3.3113,9.55973,0.749301,0.617723,0,Critical,38.23
B0046,1,3.44096,9.03589,1.79818,1,71,Healthy,0
B0046,2,3.42525,8.87211,1.57811,0.877614,70,Warning,12.24
B0046,3,3.42412,8.63384,1.56405,0.869795,69,Warning,13.02
B0046,4,3.42361,8.63136,1.54819,0.860974,68,Warning,13.9
